datum,relation,trailer_geplant,trailer_benoetigt,trailer_linie_gefahren,sonderfahrten,trailer_ueberzaehlig,lademeter_aufkommen,lademeter_verschoben_auf_folgetag,auslastung_pct
2024-12-23,R28,2,1,2,0,1,7.1,0.0,26.1
2024-12-24,R28,1,2,1,0,0,13.1,0.6,96.3
2024-12-27,R28,1,1,1,0,0,3.5,0.0,25.7
2024-12-30,R28,2,1,2,0,1,5.3,0.0,19.5
2024-12-31,R28,2,2,2,0,0,17.5,0.0,64.3
2025-01-02,R28,2,1,2,0,1,12.0,0.0,44.1
2025-01-03,R28,1,1,1,0,0,6.3,0.0,46.3
2025-01-07,R28,2,1,2,0,1,11.1,0.0,40.8
2025-01-08,R28,2,1,2,0,1,8.8,0.0,32.4
2025-01-09,R28,2,2,2,0,0,12.9,0.0,47.4
2025-01-10,R28,1,1,1,0,0,9.1,0.0,66.9
2025-01-13,R28,1,2,1,0,0,12.6,0.1,92.6
2025-01-14,R28,2,2,2,0,0,15.9,0.0,58.8
2025-01-15,R28,1,1,1,0,0,8.7,0.0,64.0
2025-01-16,R28,2,1,2,0,1,11.2,0.0,41.2
2025-01-17,R28,1,1,1,0,0,7.2,0.0,52.9
2025-01-20,R28,2,1,2,0,1,10.8,0.0,39.7
2025-01-21,R28,1,2,1,0,0,14.2,1.7,100.0
2025-01-22,R28,1,1,1,0,0,5.1,0.0,49.9
2025-01-23,R28,2,1,2,0,1,10.0,0.0,36.8
2025-01-24,R28,1,2,1,0,0,13.5,1.0,99.3
2025-01-27,R28,2,2,2,0,0,15.9,0.0,58.5
2025-01-28,R28,3,1,3,0,2,10.7,0.0,26.2
2025-01-29,R28,1,1,1,0,0,12.2,0.0,89.7
2025-01-30,R28,1,2,1,1,0,21.8,0.0,80.1
2025-01-31,R28,1,1,1,0,0,6.6,0.0,48.5
2025-02-03,R28,2,1,2,0,1,9.7,0.0,35.7
2025-02-04,R28,1,2,1,0,0,14.1,1.6,100.0
2025-02-05,R28,0,2,0,1,0,11.1,0.2,93.3
2025-02-06,R28,1,2,1,1,0,18.0,0.0,66.8
2025-02-07,R28,1,1,1,0,0,7.8,0.0,57.4
2025-02-10,R28,2,1,2,0,1,7.5,0.0,27.6
2025-02-11,R28,1,1,1,0,0,11.1,0.0,81.6
2025-02-12,R28,2,1,2,0,1,5.0,0.0,18.4
2025-02-13,R28,2,2,2,0,0,15.8,0.0,58.1
2025-02-14,R28,1,2,1,0,0,13.1,0.6,96.3
2025-02-17,R28,1,1,1,0,0,10.3,0.0,75.7
2025-02-18,R28,1,2,1,0,0,16.4,3.9,100.0
2025-02-19,R28,1,1,1,0,0,8.5,0.0,91.1
2025-02-20,R28,2,1,2,0,1,10.3,0.0,37.9
2025-02-21,R28,1,1,1,0,0,8.9,0.0,65.4
2025-02-24,R28,2,1,2,0,1,6.7,0.0,24.6
2025-02-25,R28,1,2,1,1,0,19.4,0.0,71.3
2025-02-26,R28,1,2,1,0,0,13.2,0.7,97.1
2025-02-27,R28,2,2,2,0,0,23.1,0.0,87.5
2025-02-28,R28,1,2,1,0,0,14.5,2.0,100.0
2025-03-03,R28,1,2,1,1,0,15.6,0.0,57.4
2025-03-04,R28,2,2,2,0,0,12.8,0.0,47.1
2025-03-05,R28,2,1,2,0,1,8.5,0.0,31.2
2025-03-06,R28,1,2,1,0,0,13.2,0.7,97.1
2025-03-07,R28,1,2,1,0,0,12.0,0.2,93.3
2025-03-10,R28,2,1,2,0,1,7.8,0.0,28.7
2025-03-11,R28,2,1,2,0,1,10.1,0.0,37.1
2025-03-12,R28,1,2,1,0,0,17.0,4.5,100.0
2025-03-13,R28,2,2,2,0,0,16.1,0.0,75.7
2025-03-14,R28,2,1,2,0,1,9.6,0.0,35.3
2025-03-17,R28,2,1,2,0,1,12.5,0.0,46.0
2025-03-18,R28,2,2,2,0,0,18.0,0.0,66.2
2025-03-19,R28,1,1,1,0,0,11.7,0.0,86.0
2025-03-20,R28,3,2,3,0,1,20.6,0.0,50.5
2025-03-21,R28,1,1,1,0,0,6.7,0.0,49.3
2025-03-24,R28,2,1,2,0,1,12.3,0.0,45.2
2025-03-25,R28,2,2,2,0,0,15.1,0.0,55.5
2025-03-26,R28,2,1,2,0,1,12.3,0.0,45.2
2025-03-27,R28,3,2,3,0,1,15.3,0.0,37.5
2025-03-28,R28,1,1,1,0,0,8.1,0.0,59.6
2025-03-31,R28,2,1,2,0,1,9.4,0.0,34.6
2025-04-01,R28,2,2,2,0,0,18.6,0.0,68.4
2025-04-02,R28,1,1,1,0,0,10.2,0.0,75.0
2025-04-03,R28,2,1,2,0,1,9.2,0.0,33.8
2025-04-04,R28,1,1,1,0,0,6.1,0.0,44.9
2025-04-07,R28,1,2,1,0,0,14.5,2.0,100.0
2025-04-08,R28,2,2,2,0,0,12.3,0.0,52.5
2025-04-09,R28,1,1,1,0,0,9.0,0.0,66.2
2025-04-10,R28,2,2,2,0,0,15.6,0.0,57.4
2025-04-11,R28,0,1,0,1,0,6.3,0.0,46.3
2025-04-14,R28,2,1,2,0,1,12.4,0.0,45.6
2025-04-15,R28,2,2,2,0,0,19.5,0.0,71.7
2025-04-16,R28,1,2,1,0,0,14.2,1.7,100.0
2025-04-17,R28,1,2,1,0,0,21.5,10.7,100.0
2025-04-22,R28,2,3,2,1,0,23.3,0.0,57.1
2025-04-23,R28,1,1,1,0,0,8.4,0.0,61.8
2025-04-24,R28,3,2,3,0,1,18.6,0.0,45.6
2025-04-25,R28,1,1,1,0,0,8.0,0.0,58.8
2025-04-28,R28,2,1,2,0,1,9.5,0.0,34.9
2025-04-29,R28,2,1,2,0,1,10.1,0.0,37.1
2025-04-30,R28,1,1,1,0,0,10.8,0.0,79.4
2025-05-02,R28,1,1,1,0,0,9.6,0.0,70.6
2025-05-05,R28,1,1,1,0,0,11.9,0.0,87.5
2025-05-06,R28,2,2,2,0,0,25.0,0.0,91.9
2025-05-07,R28,1,1,1,0,0,10.4,0.0,76.5
2025-05-08,R28,2,2,2,0,0,16.5,0.0,60.7
2025-05-09,R28,1,1,1,0,0,6.1,0.0,44.9
2025-05-12,R28,1,1,1,0,0,11.8,0.0,86.8
2025-05-13,R28,2,2,2,0,0,19.7,0.0,72.4
2025-05-14,R28,1,2,1,0,0,14.2,1.7,100.0
2025-05-15,R28,2,2,2,0,0,20.1,0.0,80.1
2025-05-16,R28,1,1,1,0,0,7.6,0.0,55.9
2025-05-19,R28,2,2,2,0,0,13.0,0.0,47.8
2025-05-20,R28,2,2,2,0,0,17.5,0.0,64.3
2025-05-21,R28,2,1,2,0,1,8.0,0.0,29.4
2025-05-22,R28,2,2,2,0,0,24.3,0.0,89.3
2025-05-23,R28,1,2,1,0,0,12.7,0.2,93.4
2025-05-26,R28,2,1,2,0,1,10.5,0.0,38.6
2025-05-27,R28,3,2,3,0,1,21.9,0.0,53.7
2025-05-28,R28,1,2,1,0,0,14.6,2.1,100.0
2025-05-30,R28,1,1,1,0,0,7.0,0.0,51.5
2025-06-02,R28,2,2,2,0,0,13.5,0.0,49.6
2025-06-03,R28,2,2,2,0,0,15.8,0.0,58.1
2025-06-04,R28,2,1,2,0,1,7.1,0.0,26.1
2025-06-05,R28,3,2,3,0,1,12.7,0.0,31.1
2025-06-06,R28,1,1,1,0,0,8.4,0.0,61.8
2025-06-10,R28,2,2,2,0,0,13.4,0.0,49.3
2025-06-11,R28,2,1,2,0,1,10.8,0.0,39.7
2025-06-12,R28,2,2,2,0,0,16.0,0.0,58.8
2025-06-13,R28,1,1,1,0,0,5.5,0.0,40.4
2025-06-16,R28,2,1,2,0,1,9.3,0.0,34.2
2025-06-17,R28,2,3,2,0,0,31.8,6.8,100.0
2025-06-18,R28,1,2,1,1,0,11.2,0.0,66.1
2025-06-20,R28,1,1,1,0,0,4.0,0.0,29.4
2025-06-23,R28,2,1,2,0,1,11.3,0.0,41.5
2025-06-24,R28,2,2,2,0,0,22.8,0.0,83.8
2025-06-25,R28,1,1,1,0,0,6.9,0.0,50.7
2025-06-26,R28,2,2,2,0,0,14.6,0.0,53.7
2025-06-27,R28,1,1,1,0,0,12.5,0.0,91.9
2025-06-30,R28,2,2,2,0,0,14.5,0.0,53.3
2025-07-01,R28,2,2,2,0,0,17.5,0.0,64.3
2025-07-02,R28,1,1,1,0,0,9.4,0.0,69.1
2025-07-03,R28,2,2,2,0,0,16.5,0.0,60.7
2025-07-04,R28,0,1,0,1,0,6.1,0.0,44.9
2025-07-07,R28,2,1,2,0,1,9.8,0.0,36.0
2025-07-08,R28,2,2,2,0,0,21.6,0.0,79.4
2025-07-09,R28,1,1,1,0,0,8.0,0.0,58.8
2025-07-10,R28,2,2,2,0,0,19.7,0.0,72.4
2025-07-11,R28,1,1,1,0,0,9.1,0.0,66.9
2025-07-14,R28,2,2,2,0,0,18.0,0.0,66.2
2025-07-15,R28,3,2,3,0,1,20.5,0.0,50.2
2025-07-16,R28,1,1,1,0,0,11.5,0.0,84.6
2025-07-17,R28,2,2,2,0,0,13.0,0.0,47.8
2025-07-18,R28,1,1,1,0,0,7.5,0.0,55.1
2025-07-21,R28,2,1,2,0,1,10.5,0.0,38.6
2025-07-22,R28,2,2,2,0,0,16.5,0.0,60.7
2025-07-23,R28,1,1,1,0,0,10.2,0.0,75.0
2025-07-24,R28,2,2,2,0,0,23.9,0.0,87.9
2025-07-25,R28,1,1,1,0,0,10.1,0.0,74.3
2025-07-28,R28,1,2,1,1,0,18.9,0.0,69.5
2025-07-29,R28,2,2,2,0,0,14.3,0.0,52.6
2025-07-30,R28,1,1,1,0,0,10.6,0.0,77.9
2025-07-31,R28,2,1,2,0,1,12.2,0.0,44.9
2025-08-01,R28,1,1,1,0,0,10.7,0.0,78.7
2025-08-04,R28,2,1,2,0,1,9.7,0.0,35.7
2025-08-05,R28,2,1,2,0,1,10.5,0.0,38.6
2025-08-06,R28,1,1,1,0,0,9.0,0.0,66.2
2025-08-07,R28,1,2,1,0,0,20.4,7.9,100.0
2025-08-08,R28,1,1,1,0,0,3.9,0.0,86.7
2025-08-11,R28,1,1,1,0,0,11.4,0.0,83.8
2025-08-12,R28,2,1,2,0,1,10.0,0.0,36.8
2025-08-13,R28,1,1,1,0,0,7.2,0.0,52.9
2025-08-14,R28,2,2,2,0,0,15.9,0.0,58.5
2025-08-15,R28,1,1,1,0,0,7.4,0.0,54.4
2025-08-18,R28,1,1,1,0,0,7.8,0.0,57.4
2025-08-19,R28,1,2,1,0,0,13.8,1.3,100.0
2025-08-20,R28,1,1,1,0,0,4.3,0.0,41.1
2025-08-21,R28,2,2,2,0,0,14.8,0.0,54.4
2025-08-22,R28,1,1,1,0,0,8.4,0.0,61.8
2025-08-25,R28,2,1,2,0,1,6.7,0.0,24.6
2025-08-26,R28,2,2,2,0,0,21.9,0.0,80.5
2025-08-27,R28,1,1,1,0,0,9.2,0.0,67.6
2025-08-28,R28,3,2,3,0,1,15.9,0.0,39.0
2025-08-29,R28,1,1,1,0,0,7.0,0.0,51.5
2025-09-01,R28,1,2,1,0,0,12.9,0.4,94.9
2025-09-02,R28,2,2,2,0,0,17.6,0.0,66.1
2025-09-03,R28,1,1,1,0,0,10.6,0.0,77.9
2025-09-04,R28,1,2,1,1,0,18.5,0.0,68.0
2025-09-05,R28,1,1,1,0,0,5.7,0.0,41.9
2025-09-08,R28,2,1,2,0,1,9.7,0.0,35.7
2025-09-09,R28,2,1,2,0,1,8.7,0.0,32.0
2025-09-10,R28,1,1,1,0,0,11.1,0.0,81.6
2025-09-11,R28,2,2,2,0,0,16.5,0.0,60.7
2025-09-12,R28,0,1,0,1,0,9.4,0.0,69.1
2025-09-15,R28,2,2,2,0,0,13.5,0.0,49.6
2025-09-16,R28,2,2,2,0,0,14.0,0.0,51.5
2025-09-17,R28,1,1,1,0,0,6.7,0.0,49.3
2025-09-18,R28,2,2,2,0,0,15.6,0.0,57.4
2025-09-19,R28,1,1,1,0,0,7.1,0.0,52.2
2025-09-22,R28,2,1,2,0,1,11.1,0.0,40.8
2025-09-23,R28,2,2,2,0,0,18.1,0.0,66.5
2025-09-24,R28,1,1,1,0,0,10.0,0.0,73.5
2025-09-25,R28,2,2,2,0,0,15.6,0.0,57.4
2025-09-26,R28,1,1,1,0,0,9.1,0.0,66.9
2025-09-29,R28,2,1,2,0,1,6.9,0.0,25.4
2025-09-30,R28,2,2,2,0,0,18.0,0.0,66.2
2025-10-01,R28,1,1,1,0,0,5.7,0.0,41.9
2025-10-02,R28,2,2,2,0,0,17.1,0.0,62.9
2025-10-06,R28,2,1,2,0,1,8.9,0.0,32.7
2025-10-07,R28,1,1,1,0,0,11.4,0.0,83.8
2025-10-08,R28,1,1,1,0,0,7.8,0.0,57.4
2025-10-09,R28,2,2,2,0,0,21.2,0.0,77.9
2025-10-10,R28,1,1,1,0,0,7.2,0.0,52.9
2025-10-13,R28,1,2,1,1,0,18.7,0.0,68.8
2025-10-14,R28,2,2,2,0,0,18.3,0.0,67.3
2025-10-15,R28,1,2,1,0,0,17.2,4.7,100.0
2025-10-16,R28,2,2,2,0,0,13.3,0.0,66.1
2025-10-17,R28,1,1,1,0,0,10.8,0.0,79.4
2025-10-20,R28,3,1,3,0,2,9.0,0.0,22.1
2025-10-21,R28,2,2,2,0,0,15.8,0.0,58.1
2025-10-22,R28,2,1,2,0,1,10.3,0.0,37.9
2025-10-23,R28,2,2,2,0,0,19.7,0.0,72.4
2025-10-24,R28,2,1,2,0,1,7.7,0.0,28.3
2025-10-27,R28,2,1,2,0,1,10.0,0.0,36.8
2025-10-28,R28,2,2,2,0,0,16.8,0.0,61.8
2025-10-29,R28,1,1,1,0,0,12.0,0.0,88.2
2025-10-30,R28,2,2,2,0,0,15.4,0.0,56.6
2025-10-31,R28,1,1,1,0,0,8.9,0.0,65.4
2025-11-03,R28,1,1,1,0,0,9.2,0.0,67.6
2025-11-04,R28,2,2,2,0,0,19.7,0.0,72.4
2025-11-05,R28,1,1,1,0,0,9.7,0.0,71.3
2025-11-06,R28,1,2,1,0,0,17.2,4.7,100.0
2025-11-07,R28,1,2,1,0,0,13.2,5.4,100.0
2025-11-10,R28,1,2,1,0,0,10.0,2.9,73.5
2025-11-11,R28,2,2,2,0,0,11.7,0.0,53.5
2025-11-12,R28,1,1,1,0,0,11.5,0.0,84.6
2025-11-13,R28,2,2,2,0,0,12.8,0.0,47.1
2025-11-14,R28,1,1,1,0,0,11.8,0.0,86.8
2025-11-17,R28,2,1,2,0,1,10.7,0.0,39.3
2025-11-18,R28,2,1,2,0,1,11.2,0.0,41.2
2025-11-19,R28,1,1,1,0,0,8.1,0.0,59.6
2025-11-20,R28,2,2,2,0,0,14.6,0.0,53.7
2025-11-21,R28,1,1,1,0,0,7.0,0.0,51.5
2025-11-24,R28,1,1,1,0,0,12.0,0.0,88.2
2025-11-25,R28,2,2,2,0,0,14.0,0.0,51.5
2025-11-26,R28,0,1,0,1,0,6.9,0.0,50.7
2025-11-27,R28,2,2,2,0,0,25.0,0.0,91.9
2025-11-28,R28,1,1,1,0,0,7.7,0.0,56.6
2025-12-01,R28,2,1,2,0,1,8.0,0.0,29.4
2025-12-02,R28,1,1,1,0,0,10.0,0.0,73.5
2025-12-03,R28,1,1,1,0,0,8.8,0.0,64.7
2025-12-04,R28,2,2,2,0,0,20.2,0.0,74.3
2025-12-05,R28,1,1,1,0,0,8.0,0.0,58.8
2025-12-08,R28,2,2,2,0,0,16.6,0.0,61.0
2025-12-09,R28,2,2,2,0,0,13.8,0.0,50.7
2025-12-10,R28,1,1,1,0,0,7.9,0.0,58.1
2025-12-11,R28,2,2,2,0,0,17.5,0.0,64.3
2025-12-12,R28,1,1,1,0,0,3.5,0.0,25.7
2025-12-15,R28,2,1,2,0,1,9.8,0.0,36.0
2025-12-16,R28,1,2,1,0,0,16.0,3.5,100.0
2025-12-17,R28,1,2,1,0,0,13.1,4.1,100.0
2025-12-18,R28,3,2,3,0,1,12.7,0.0,41.1
2025-12-19,R28,1,1,1,0,0,8.9,0.0,65.4
2025-12-22,R28,2,1,2,0,1,6.6,0.0,24.3
2025-12-23,R28,2,1,2,0,1,8.9,0.0,32.7
2025-12-24,R28,1,1,1,0,0,6.6,0.0,48.5
2025-12-29,R28,1,1,1,0,0,9.6,0.0,70.6
2025-12-30,R28,2,2,2,0,0,12.7,0.0,46.7
2025-12-31,R28,1,1,1,0,0,9.0,0.0,66.2
2026-01-02,R28,1,1,1,0,0,4.3,0.0,31.6
2026-01-05,R28,1,1,1,0,0,11.0,0.0,80.9
2026-01-07,R28,1,1,1,0,0,8.2,0.0,60.3
2026-01-08,R28,3,2,3,0,1,13.3,0.0,32.6
2026-01-09,R28,1,1,1,0,0,6.1,0.0,44.9
2026-01-12,R28,2,1,2,0,1,5.3,0.0,19.5
2026-01-13,R28,2,1,2,0,1,10.2,0.0,37.5
2026-01-14,R28,1,1,1,0,0,9.6,0.0,70.6
2026-01-15,R28,2,2,2,0,0,14.4,0.0,52.9
2026-01-16,R28,1,1,1,0,0,10.5,0.0,77.2
2026-01-19,R28,1,1,1,0,0,5.5,0.0,40.4
2026-01-20,R28,2,2,2,0,0,19.4,0.0,71.3
2026-01-21,R28,1,1,1,0,0,6.1,0.0,44.9
2026-01-22,R28,2,1,2,0,1,10.0,0.0,36.8
2026-01-23,R28,2,1,2,0,1,8.7,0.0,32.0
2026-01-26,R28,1,1,1,0,0,12.5,0.0,91.9
2026-01-27,R28,1,2,1,0,0,13.6,1.1,100.0
2026-01-28,R28,1,1,1,0,0,11.4,0.0,91.8
2026-01-29,R28,1,2,1,1,0,20.6,0.0,75.7
2026-01-30,R28,1,1,1,0,0,10.0,0.0,73.5
2026-02-02,R28,1,2,1,0,0,13.3,0.8,97.8
2026-02-03,R28,2,2,2,0,0,20.3,0.0,77.5
2026-02-04,R28,2,1,2,0,1,10.7,0.0,39.3
2026-02-05,R28,2,2,2,0,0,14.5,0.0,53.3
2026-02-06,R28,1,1,1,0,0,6.2,0.0,45.6
2026-02-09,R28,2,2,2,0,0,15.4,0.0,56.6
2026-02-10,R28,1,2,1,1,0,22.2,0.0,81.6
2026-02-11,R28,1,2,1,0,0,15.8,3.3,100.0
2026-02-12,R28,2,2,2,0,0,16.3,0.0,72.0
2026-02-13,R28,1,1,1,0,0,5.2,0.0,38.2
2026-02-16,R28,2,1,2,0,1,10.5,0.0,38.6
2026-02-17,R28,2,2,2,0,0,13.5,0.0,49.6
2026-02-18,R28,1,1,1,0,0,10.8,0.0,79.4
2026-02-19,R28,2,1,2,0,1,12.4,0.0,45.6
2026-02-20,R28,1,1,1,0,0,9.1,0.0,66.9
2026-02-23,R28,2,2,2,0,0,14.1,0.0,51.8
2026-02-24,R28,2,2,2,0,0,13.4,0.0,49.3
2026-02-25,R28,2,2,2,0,0,14.1,0.0,51.8
2026-02-26,R28,2,2,2,0,0,13.8,0.0,50.7
2026-02-27,R28,1,1,1,0,0,6.6,0.0,48.5
2026-03-02,R28,2,2,2,0,0,12.9,0.0,47.4
2026-03-03,R28,2,2,2,0,0,13.8,0.0,50.7
2026-03-04,R28,2,1,2,0,1,8.7,0.0,32.0
2026-03-05,R28,2,2,2,0,0,16.5,0.0,60.7
2026-03-06,R28,1,1,1,0,0,4.5,0.0,33.1
2026-03-09,R28,2,2,2,0,0,15.9,0.0,58.5
2026-03-10,R28,2,1,2,0,1,11.7,0.0,43.0
2026-03-11,R28,2,1,2,0,1,11.9,0.0,43.7
2026-03-12,R28,2,2,2,0,0,17.1,0.0,62.9
2026-03-13,R28,1,1,1,0,0,8.5,0.0,62.5
2026-03-16,R28,2,2,2,0,0,17.1,0.0,62.9
2026-03-17,R28,1,1,1,0,0,7.3,0.0,53.7
2026-03-18,R28,1,1,1,0,0,9.6,0.0,70.6
2026-03-19,R28,2,2,2,0,0,15.5,0.0,57.0
2026-03-20,R28,1,1,1,0,0,10.2,0.0,75.0
2026-03-23,R28,2,1,2,0,1,8.2,0.0,30.1
2026-03-24,R28,2,1,2,0,1,12.4,0.0,45.6
2026-03-25,R28,1,2,1,0,0,12.6,0.1,92.6
2026-03-26,R28,2,1,2,0,1,11.7,0.0,43.3
2026-03-27,R28,0,1,0,0,0,4.0,4.0,0.0
2026-03-30,R28,2,2,2,0,0,11.1,0.0,40.8
2026-03-31,R28,1,1,1,0,0,12.2,0.0,89.7
2026-04-01,R28,1,1,1,0,0,9.6,0.0,70.6
2026-04-02,R28,1,2,1,1,0,23.6,0.0,86.8
2026-04-07,R28,1,2,1,0,0,17.4,4.9,100.0
2026-04-08,R28,2,2,2,0,0,8.7,0.0,50.0
2026-04-09,R28,2,3,2,0,0,26.0,1.0,95.6
2026-04-10,R28,1,1,1,0,0,5.7,0.0,49.1
2026-04-13,R28,2,2,2,0,0,12.7,0.0,46.7
2026-04-14,R28,2,2,2,0,0,14.3,0.0,52.6
2026-04-15,R28,2,1,2,0,1,7.9,0.0,29.0
2026-04-16,R28,2,2,2,0,0,17.0,0.0,62.5
2026-04-17,R28,0,1,0,0,0,6.7,6.7,0.0
2026-04-20,R28,3,2,3,0,1,10.6,0.0,26.0
2026-04-21,R28,2,2,2,0,0,13.8,0.0,50.7
2026-04-22,R28,1,1,1,0,0,12.0,0.0,88.2
2026-04-23,R28,2,1,2,0,1,10.2,0.0,37.5
2026-04-24,R28,1,1,1,0,0,8.9,0.0,65.4
2026-04-27,R28,2,1,2,0,1,11.1,0.0,40.8
2026-04-28,R28,1,2,1,0,0,13.1,0.6,96.3
2026-04-29,R28,1,2,1,0,0,14.5,2.6,100.0
2026-04-30,R28,1,2,1,0,0,14.5,4.6,100.0
2026-05-04,R28,2,2,2,0,0,8.6,0.0,31.6
2026-05-05,R28,2,1,2,0,1,11.2,0.0,41.2
2026-05-06,R28,2,1,2,0,1,10.2,0.0,37.5
2026-05-07,R28,2,2,2,0,0,22.6,0.0,83.1
2026-05-08,R28,1,1,1,0,0,8.9,0.0,65.4
2026-05-11,R28,2,2,2,0,0,14.7,0.0,54.0
2026-05-12,R28,1,2,1,1,0,20.1,0.0,73.9
2026-05-13,R28,1,1,1,0,0,6.4,0.0,47.1
2026-05-15,R28,1,1,1,0,0,6.5,0.0,47.8
2026-05-18,R28,3,2,3,0,1,19.5,0.0,47.8
2026-05-19,R28,2,2,2,0,0,19.7,0.0,72.4
2026-05-20,R28,0,1,0,1,0,8.3,0.0,61.0
2026-05-21,R28,2,3,2,0,0,27.7,2.7,100.0
2026-05-22,R28,1,2,1,0,0,13.5,3.7,100.0
2026-05-26,R28,2,2,2,0,0,12.7,0.0,46.7
2026-05-27,R28,2,1,2,0,1,7.4,0.0,27.2
2026-05-28,R28,3,2,3,0,1,17.8,0.0,43.6
2026-05-29,R28,1,1,1,0,0,9.5,0.0,69.9
2026-06-01,R28,3,1,3,0,2,12.3,0.0,30.1
2026-06-02,R28,2,2,2,0,0,19.0,0.0,69.9
2026-06-03,R28,1,2,1,0,0,16.6,4.1,100.0
2026-06-05,R28,1,1,1,0,0,8.0,0.0,58.8
2026-06-08,R28,1,1,1,0,0,9.8,0.0,72.1
2026-06-09,R28,3,3,3,0,0,28.3,0.0,69.4
2026-06-10,R28,1,2,1,0,0,13.4,0.9,98.5
2026-06-11,R28,2,2,2,0,0,20.0,0.0,76.8
2026-06-12,R28,1,2,1,0,0,16.5,4.0,100.0
2026-06-15,R28,1,2,1,0,0,18.0,9.5,100.0
2026-06-16,R28,2,3,2,0,0,19.2,3.7,100.0
2026-06-17,R28,1,2,1,0,0,11.4,2.5,100.0
2026-06-18,R28,2,2,2,0,0,10.2,0.0,46.8
2026-06-19,R28,1,1,1,0,0,6.4,0.0,47.1
2026-06-22,R28,2,2,2,0,0,22.1,0.0,81.2
2026-06-23,R28,3,2,3,0,1,14.9,0.0,36.5
2026-06-24,R28,2,2,2,0,0,15.2,0.0,55.9
2026-06-25,R28,2,2,2,0,0,15.5,0.0,57.0
2026-06-26,R28,1,1,1,0,0,4.0,0.0,29.4
2026-06-29,R28,3,1,3,0,2,7.6,0.0,18.6
2026-06-30,R28,2,2,2,0,0,15.5,0.0,57.0
2026-07-01,R28,2,1,2,0,1,6.3,0.0,23.2
2026-07-02,R28,2,2,2,0,0,13.8,0.0,50.7
2026-07-03,R28,1,1,1,0,0,8.8,0.0,64.7
2026-07-06,R28,1,2,1,0,0,23.0,10.5,100.0
2026-07-07,R28,2,3,2,0,0,20.6,6.1,100.0
2026-07-08,R28,1,2,1,0,0,8.2,1.8,100.0
2026-07-09,R28,2,2,2,0,0,16.8,0.0,68.2
2026-07-10,R28,1,1,1,0,0,9.8,0.0,72.1
2026-07-13,R28,2,2,2,0,0,14.4,0.0,52.9
2026-07-14,R28,2,2,2,0,0,13.4,0.0,49.3
2026-07-15,R28,1,1,1,0,0,9.2,0.0,67.6
2026-07-16,R28,2,2,2,0,0,21.4,0.0,78.7
2026-07-17,R28,1,1,1,0,0,6.2,0.0,45.6
2026-07-20,R28,3,1,3,0,2,10.1,0.0,24.8
2026-07-21,R28,3,2,3,0,1,14.7,0.0,36.0
2026-07-22,R28,1,1,1,0,0,7.7,0.0,56.6
2026-07-23,R28,2,1,2,0,1,9.9,0.0,36.4
2026-07-24,R28,1,1,1,0,0,10.6,0.0,77.9
2026-07-27,R28,2,1,2,0,1,10.5,0.0,38.6
2026-07-28,R28,2,2,2,0,0,15.1,0.0,55.5
2026-07-29,R28,1,1,1,0,0,6.0,0.0,44.1
2026-07-30,R28,2,1,2,0,1,11.2,0.0,41.2
2026-07-31,R28,0,1,0,1,0,7.5,0.0,55.1
2026-08-03,R28,1,1,1,0,0,8.9,0.0,65.4
2026-08-04,R28,2,2,2,0,0,18.1,0.0,66.5
2026-08-05,R28,1,1,1,0,0,5.7,0.0,41.9
2026-08-06,R28,1,2,1,1,0,18.3,0.0,67.3
2026-08-07,R28,1,1,1,0,0,10.6,0.0,77.9
2026-08-10,R28,2,2,2,0,0,18.5,0.0,68.0
2026-08-11,R28,2,1,2,0,1,9.8,0.0,36.0
2026-08-12,R28,1,1,1,0,0,7.1,0.0,52.2
2026-08-13,R28,2,2,2,0,0,20.4,0.0,75.0
2026-08-14,R28,1,1,1,0,0,5.3,0.0,39.0
2026-08-17,R28,1,1,1,0,0,6.6,0.0,48.5
2026-08-18,R28,1,2,1,0,0,14.4,1.9,100.0
2026-08-19,R28,1,1,1,0,0,2.0,0.0,28.6
2026-08-20,R28,3,2,3,0,1,16.4,0.0,40.2
2026-08-21,R28,1,1,1,0,0,8.8,0.0,64.7
2026-08-24,R28,2,1,2,0,1,8.0,0.0,29.4
2026-08-25,R28,2,2,2,0,0,16.2,0.0,59.6
2026-08-26,R28,1,1,1,0,0,5.2,0.0,38.2
2026-08-27,R28,2,2,2,0,0,14.7,0.0,54.0
2026-08-28,R28,1,1,1,0,0,4.1,0.0,30.1
2026-08-31,R28,2,2,2,0,0,13.1,0.0,48.2
2024-01-02,R29,2,2,2,0,0,14.2,0.0,52.2
2024-01-03,R29,1,1,1,0,0,12.2,0.0,89.7
2024-01-04,R29,1,2,1,1,0,19.4,0.0,71.3
2024-01-05,R29,1,2,1,1,0,22.6,0.0,83.1
2024-01-08,R29,2,2,2,0,0,18.3,0.0,67.3
2024-01-09,R29,2,2,2,0,0,20.6,0.0,75.7
2024-01-10,R29,1,2,1,0,0,15.7,3.2,100.0
2024-01-11,R29,2,2,2,0,0,20.7,0.0,87.8
2024-01-12,R29,2,2,2,0,0,20.7,0.0,76.1
2024-01-15,R29,2,2,2,0,0,21.3,0.0,78.3
2024-01-16,R29,2,3,2,1,0,30.1,0.0,73.8
2024-01-17,R29,1,1,1,0,0,8.3,0.0,61.0
2024-01-18,R29,2,1,2,0,1,10.8,0.0,39.7
2024-01-19,R29,2,1,2,0,1,11.6,0.0,42.6
